index,temporal_dependency,parallel_activity_ratio,long_term_dependencies,activity_appearance_rate,unique_paths_ratio
0 - 100,0.40522822127014907,0.06682721252257676,0.08469863469863469,5.666666666666667,1.0
100 - 200,0.5155560583753745,0.07345360824742268,0.11235119047619047,0.5,0.875
200 - 300,0.44142936158359425,0.02404616864379609,0.03701298701298702,0.6666666666666666,1.0
300 - 400,0.4348862996402746,0.01735952489721334,0.04699557242251739,0.0,1.0
400 - 500,0.2852725049340155,0.05288207297726071,0.0927958152958153,0.0,1.0
500 - 600,0.5302526492792081,0.03316138540899042,0.06611500204177548,0.0,1.0
600 - 700,0.600351764318479,0.05270758122743682,0.06510989010989011,0.2,1.0
700 - 800,0.6006117199983401,0.03832335329341317,0.0971013797368477,0.0,0.7777777777777778
800 - 900,0.39138463439579607,0.011745862253069941,0.029069767441860468,0.0,1.0
900 - 1000,0.40117514692424633,0.06575963718820861,0.09348544973544974,0.0,1.0
1000 - 1100,0.5923563758177937,0.035161744022503515,0.07894178653324996,0.0,1.0
1100 - 1200,0.4106369174477931,0.07577268195413758,0.10975415070242656,0.0,1.0
1200 - 1300,0.4525824822109387,0.08385093167701864,0.12488622488622489,0.0,0.875
1300 - 1400,0.38799222355597823,0.08381171067738231,0.13244047619047614,0.0,0.7777777777777778
1400 - 1500,0.43044091647697735,0.038109756097560975,0.06621129326047359,0.0,0.4444444444444444
1500 - 1600,0.4511342011684097,0.07399577167019028,0.11960513674068655,0.0,0.75
1600 - 1700,0.5020729085924764,0.013220815752461323,0.030612244897959176,0.0,1.0
1700 - 1800,0.6127576041429158,0.02800294767870302,0.05563697253094787,0.0,1.0
1800 - 1900,0.469298206878478,0.036351619299405155,0.07008775831864288,0.0,1.0
1900 - 2000,0.566173167781802,0.01888308557653676,0.03162103551097858,0.0,1.0
2000 - 2100,0.4822168505319627,0.0565262076053443,0.0929667040778152,0.0,1.0
2100 - 2200,0.2832591364861805,0.09927611168562564,0.158885675727781,0.0,0.8571428571428571
2200 - 2300,0.5298286133008389,0.04509090909090909,0.06517728758169933,0.0,1.0
2300 - 2400,0.573537662334633,0.030115146147032774,0.09994306768500313,0.0,0.7142857142857143
2400 - 2500,0.4944452427633912,0.03225806451612903,0.04354838709677419,0.0,1.0
2500 - 2600,0.40725526657728284,0.04389965792474344,0.06524794128177586,0.0,1.0
2600 - 2700,0.5077995081423785,0.04921968787515006,0.07232469911041339,0.0,0.8333333333333334
