index,temporal_dependency,parallel_activity_ratio,long_term_dependencies,activity_appearance_rate,unique_paths_ratio
0 - 100,0.39374324898758123,0.05572380375529982,0.21876158694846126,7.0,1.0
100 - 200,0.43431645176048217,0.021907931225734888,0.14761904761904762,0.0,1.0
200 - 300,0.4710355062076344,0.044662309368191724,0.24867724867724866,0.25,1.0
300 - 400,0.4964950720353766,0.06666666666666667,0.22106261859582543,0.0,1.0
400 - 500,0.406608693518134,0.06630944407233758,0.3151374370886566,0.0,1.0
500 - 600,0.38178111219836913,0.04176442984514313,0.2616525423728814,0.0,1.0
600 - 700,0.5031592449819119,0.06770428015564202,0.21936842105263157,0.0,1.0
700 - 800,0.3891071445029013,0.054241200230813615,0.22431077694235588,0.0,1.0
800 - 900,0.3967331907915568,0.056114346214928536,0.23743934303844716,0.0,1.0
900 - 1000,0.3372885756157841,0.077834179357022,0.18333333333333335,0.2,1.0
1000 - 1100,0.33550364889836104,0.061780738946093275,0.2575268817204301,0.0,1.0
1100 - 1200,0.33316349766909026,0.04861693210393965,0.07421875,0.0,1.0
1200 - 1300,0.404258704489426,0.06631499623210249,0.3181818181818182,0.0,1.0
1300 - 1400,0.3349974069851578,0.047737444057682744,0.3684210526315789,0.0,1.0
1400 - 1500,0.41732594962543884,0.07370054305663305,0.25925925925925924,0.0,1.0
1500 - 1600,0.37924218464664755,0.04968589377498572,0.26292213883677296,0.0,1.0
1600 - 1700,0.4024200007415457,0.046251993620414676,0.21547987616099074,0.0,1.0
1700 - 1800,0.37123553579431184,0.06375,0.46153846153846156,0.0,1.0
1800 - 1900,0.36232314114552416,0.06254653760238273,0.353189618927493,0.0,1.0
1900 - 2000,0.35604234529152207,0.05060120240480962,0.2212121212121212,0.0,1.0
2000 - 2100,0.45863615082613934,0.06486880466472303,0.3096296296296296,0.0,1.0
2100 - 2200,0.386048317642489,0.037822111388196175,0.21666666666666667,0.0,1.0
2200 - 2300,0.4177929024542935,0.04876712328767123,0.14,0.0,1.0
2300 - 2400,0.4295028447306663,0.05612594113620808,0.2594934917940011,0.0,1.0
2400 - 2500,0.43235449540912524,0.046058458813108945,0.13095238095238096,0.0,1.0
2500 - 2600,0.4374934167783004,0.03558576569372251,0.11151193633952254,0.0,1.0
2600 - 2700,0.3692288024890674,0.04888103651354535,0.2642857142857143,0.0,1.0
2700 - 2800,0.6047050638975335,0.02436781609195402,0.22500000000000003,0.0,1.0
2800 - 2900,0.37001451330200424,0.06159209761766415,0.27895667550839964,0.0,1.0
