index,temporal_dependency,parallel_activity_ratio,long_term_dependencies,activity_appearance_rate,unique_paths_ratio
0 - 100,0.3429012854858485,0.021505376344086023,0.6204081632653061,0.1111111111111111,0.5185185185185185
100 - 200,0.18239030735223866,0.021739130434782608,0.5629251700680272,0.0,0.4
200 - 300,0.14306891634400032,0.0196078431372549,0.48637566137566135,0.0,0.4375
300 - 400,0.16869559954374086,0.00980392156862745,0.4617647058823529,0.0,0.2894736842105263
400 - 500,0.11266579647966149,0.021739130434782608,0.5265246449456976,0.0,0.5862068965517241
500 - 600,0.13519579698274534,0.024691358024691357,0.49632936507936504,0.0,0.4666666666666667
600 - 700,0.09123001149154611,0.012987012987012988,0.5415238095238094,0.0,0.6
700 - 800,0.12731985355394881,0.017964071856287425,0.5203325774754345,0.0,0.45161290322580644
800 - 900,0.14773454041261902,0.013468013468013467,0.5401559454191033,0.0,0.48148148148148145
900 - 1000,0.3526895014644301,0.0,0.4351851851851851,0.0,0.2972972972972973
1000 - 1100,0.27263321160019716,0.007575757575757576,0.4772108843537414,0.0,0.38235294117647056
1100 - 1200,0.21033532061244797,0.032467532467532464,0.5123456790123456,0.0,0.48484848484848486
1200 - 1300,0.1180231403217208,0.0,0.5016666666666666,0.0,0.5555555555555556
1300 - 1400,0.12121625244730033,0.01060070671378092,0.5778520499108734,0.0,0.48
1400 - 1500,0.07583828369087896,0.0,0.5565759637188209,0.0,0.6923076923076923
1500 - 1600,0.33962059379728204,0.0,0.6192012719790497,0.0,0.5384615384615384
1600 - 1700,0.3662231049207165,0.020202020202020204,0.5714285714285714,0.0,0.2857142857142857
1700 - 1800,0.13106357689514936,0.02040816326530612,0.5601851851851851,0.0,0.22448979591836735
1800 - 1900,0.2910516735080235,0.02142857142857143,0.5993589743589743,0.0,0.36585365853658536
1900 - 2000,0.3358734838515901,0.0,0.5637755102040817,0.0,0.23076923076923078
2000 - 2100,0.19274546379232427,0.007462686567164179,0.624537037037037,0.0,0.3181818181818182
2100 - 2200,0.28752909426806855,0.0,0.5838151096215612,0.0,0.23809523809523808
2200 - 2300,0.059075445956839605,0.023529411764705882,0.5681818181818182,0.0,0.2978723404255319
2300 - 2400,0.35097750043269377,0.022727272727272728,0.546957671957672,0.0,0.23076923076923078
